time (us), GPS_fixType, GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course, GPS_hdop, GPS_eph, GPS_epv
228750777, 2, 9, 47.5635592, -122.0828143, 13, 0.17, 260.8, 188, 171, 287
228848120, 2, 9, 47.5635592, -122.0828143, 13, 0.17, 260.8, 188, 171, 287
228950921, 2, 9, 47.5635596, -122.0828148, 13, 0.22, 260.8, 188, 169, 285
229150948, 2, 9, 47.5635606, -122.0828171, 12, 0.22, 260.8, 188, 167, 281
229351032, 2, 9, 47.5635603, -122.0828186, 12, 0.29, 260.8, 188, 167, 278
229551127, 2, 9, 47.5635600, -122.0828203, 12, 0.38, 260.8, 188, 166, 276
229751119, 2, 9, 47.5635595, -122.0828222, 12, 0.48, 260.8, 188, 165, 273
229951152, 2, 9, 47.5635586, -122.0828240, 12, 0.52, 259.3, 188, 164, 271
230151994, 2, 9, 47.5635581, -122.0828249, 12, 0.39, 259.3, 188, 163, 268
230352666, 2, 9, 47.5635573, -122.0828254, 12, 0.42, 242.1, 188, 162, 267
230552714, 2, 9, 47.5635568, -122.0828258, 12, 0.29, 242.1, 188, 161, 265
230752747, 2, 9, 47.5635564, -122.0828257, 12, 0.20, 242.1, 188, 160, 262
230952685, 2, 9, 47.5635557, -122.0828260, 12, 0.16, 242.1, 188, 159, 259
231152547, 2, 9, 47.5635552, -122.0828258, 12, 0.27, 242.1, 188, 158, 257
231352519, 2, 9, 47.5635544, -122.0828253, 12, 0.39, 184.0, 188, 157, 255
231552473, 2, 9, 47.5635547, -122.0828254, 12, 0.04, 184.0, 188, 156, 253
231752558, 2, 9, 47.5635545, -122.0828251, 12, 0.07, 184.0, 188, 156, 251
231952393, 2, 9, 47.5635547, -122.0828246, 12, 0.22, 184.0, 188, 155, 250
232152441, 2, 9, 47.5635548, -122.0828243, 12, 0.21, 184.0, 188, 155, 248
232353056, 2, 9, 47.5635545, -122.0828235, 12, 0.38, 158.0, 188, 154, 247
232553032, 2, 9, 47.5635543, -122.0828228, 12, 0.30, 158.0, 188, 153, 246
232753002, 2, 9, 47.5635543, -122.0828231, 12, 0.27, 158.0, 188, 152, 244
232953039, 2, 9, 47.5635537, -122.0828231, 12, 0.27, 158.0, 188, 152, 241
232964080, 2, 9, 47.5635537, -122.0828231, 12, 0.27, 158.0, 188, 152, 241
233153167, 2, 9, 47.5635535, -122.0828226, 12, 0.35, 134.7, 188, 151, 239
233353052, 2, 9, 47.5635534, -122.0828225, 12, 0.26, 134.7, 188, 150, 236
233553176, 2, 9, 47.5635538, -122.0828219, 11, 0.35, 112.4, 188, 148, 233
233753191, 2, 9, 47.5635531, -122.0828215, 11, 0.33, 105.3, 188, 146, 229
233953034, 2, 9, 47.5635532, -122.0828209, 11, 0.35, 79.3, 188, 144, 226
234153052, 2, 9, 47.5635529, -122.0828204, 11, 0.33, 83.5, 188, 142, 222
234353052, 2, 9, 47.5635532, -122.0828194, 11, 0.37, 79.2, 188, 141, 219
234553081, 2, 9, 47.5635533, -122.0828190, 11, 0.30, 70.0, 188, 139, 216
234753141, 2, 9, 47.5635535, -122.0828191, 11, 0.31, 61.3, 188, 138, 213
234953019, 2, 9, 47.5635534, -122.0828185, 11, 0.35, 74.5, 188, 137, 211
235152820, 2, 9, 47.5635537, -122.0828178, 11, 0.23, 74.5, 188, 136, 210
235352890, 2, 9, 47.5635534, -122.0828164, 11, 0.30, 79.9, 188, 135, 208
235554059, 2, 9, 47.5635533, -122.0828151, 11, 0.30, 74.2, 188, 133, 205
235753130, 2, 9, 47.5635533, -122.0828146, 11, 0.30, 74.2, 188, 132, 204
235953249, 2, 9, 47.5635532, -122.0828140, 11, 0.29, 74.2, 188, 131, 202
236153270, 2, 9, 47.5635530, -122.0828128, 11, 0.19, 74.2, 188, 130, 201
236353394, 2, 9, 47.5635530, -122.0828121, 10, 0.34, 87.4, 188, 129, 200
236553457, 2, 9, 47.5635530, -122.0828115, 10, 0.34, 96.4, 188, 129, 199
236753458, 2, 9, 47.5635529, -122.0828106, 10, 0.26, 96.4, 188, 128, 198
236953611, 2, 9, 47.5635526, -122.0828098, 10, 0.26, 96.4, 188, 127, 197
237081068, 2, 9, 47.5635526, -122.0828098, 10, 0.32, 100.8, 188, 127, 197
237153739, 2, 9, 47.5635527, -122.0828089, 10, 0.32, 100.8, 188, 126, 195
237353740, 2, 9, 47.5635527, -122.0828083, 10, 0.29, 99.3, 188, 125, 193
237553790, 2, 9, 47.5635522, -122.0828070, 10, 0.23, 99.3, 188, 124, 192
237753734, 2, 9, 47.5635516, -122.0828057, 10, 0.34, 105.8, 188, 123, 191
237953714, 2, 9, 47.5635512, -122.0828046, 10, 0.29, 108.6, 188, 123, 191
238154363, 2, 9, 47.5635509, -122.0828039, 10, 0.38, 113.9, 188, 122, 190
238354391, 2, 9, 47.5635505, -122.0828030, 10, 0.23, 113.9, 188, 122, 190
238554421, 2, 9, 47.5635506, -122.0828026, 10, 0.38, 119.1, 188, 121, 190
238754513, 2, 9, 47.5635505, -122.0828021, 10, 0.12, 119.1, 188, 121, 189
238954625, 2, 9, 47.5635507, -122.0828022, 10, 0.15, 119.1, 188, 120, 188
239154589, 2, 9, 47.5635507, -122.0828020, 10, 0.06, 119.1, 188, 120, 186
239354700, 2, 9, 47.5635510, -122.0828022, 10, 0.12, 119.1, 188, 120, 185
239554845, 2, 9, 47.5635515, -122.0828028, 10, 0.02, 119.1, 188, 119, 184
239754816, 2, 9, 47.5635516, -122.0828030, 10, 0.05, 119.1, 188, 118, 183
239995022, 2, 9, 47.5635516, -122.0828028, 10, 0.04, 119.1, 188, 118, 183
240354841, 2, 9, 47.5635516, -122.0828025, 10, 0.03, 119.1, 188, 118, 184
240595022, 2, 9, 47.5635516, -122.0828026, 10, 0.08, 119.1, 188, 118, 183
240794977, 2, 9, 47.5635520, -122.0828027, 10, 0.06, 119.1, 188, 118, 182
240995048, 2, 9, 47.5635523, -122.0828030, 10, 0.07, 119.1, 188, 117, 182
241195136, 2, 9, 47.5635524, -122.0828028, 10, 0.07, 119.1, 188, 117, 181
241198125, 2, 9, 47.5635524, -122.0828028, 10, 0.07, 119.1, 188, 117, 181
241395060, 2, 9, 47.5635526, -122.0828027, 10, 0.11, 119.1, 188, 117, 180
241595110, 2, 9, 47.5635528, -122.0828026, 10, 0.12, 119.1, 188, 117, 180
241794966, 2, 9, 47.5635528, -122.0828027, 10, 0.06, 119.1, 188, 116, 179
241994741, 2, 9, 47.5635531, -122.0828034, 10, 0.30, 58.7, 188, 116, 178
242195631, 2, 9, 47.5635534, -122.0828049, 10, 0.50, 326.6, 188, 116, 178
242395702, 2, 9, 47.5635539, -122.0828071, 10, 0.69, 298.6, 188, 116, 177
242595686, 2, 9, 47.5635543, -122.0828094, 10, 0.93, 289.4, 188, 115, 177
242795539, 2, 9, 47.5635546, -122.0828117, 10, 0.91, 284.1, 188, 114, 176
242995584, 2, 9, 47.5635550, -122.0828141, 10, 0.92, 282.9, 188, 114, 175
243195486, 2, 9, 47.5635552, -122.0828167, 10, 0.96, 279.5, 188, 114, 174
243395406, 2, 9, 47.5635553, -122.0828190, 10, 0.87, 276.7, 188, 114, 174
243596085, 2, 9, 47.5635554, -122.0828212, 10, 0.87, 275.7, 188, 113, 173
243796056, 2, 9, 47.5635556, -122.0828236, 10, 0.92, 277.6, 188, 113, 173
243996185, 2, 9, 47.5635557, -122.0828258, 10, 0.89, 276.3, 188, 113, 173
244196270, 2, 9, 47.5635559, -122.0828285, 10, 0.99, 275.0, 188, 112, 172
244396178, 2, 9, 47.5635562, -122.0828309, 10, 0.92, 276.8, 188, 112, 172
244596062, 2, 9, 47.5635564, -122.0828332, 10, 0.84, 276.2, 188, 111, 172
244796003, 2, 9, 47.5635562, -122.0828342, 10, 0.49, 273.3, 188, 111, 172
244995895, 2, 9, 47.5635566, -122.0828358, 10, 0.65, 282.9, 188, 111, 171
245195941, 2, 9, 47.5635570, -122.0828369, 10, 0.43, 286.4, 188, 110, 171
245313311, 2, 9, 47.5635570, -122.0828369, 10, 0.43, 286.4, 188, 110, 171
245395912, 2, 9, 47.5635573, -122.0828377, 10, 0.39, 289.5, 188, 110, 171
245596558, 2, 9, 47.5635576, -122.0828383, 10, 0.32, 298.9, 188, 110, 171
245796557, 2, 9, 47.5635577, -122.0828383, 10, 0.18, 298.9, 188, 110, 171
245996432, 2, 9, 47.5635581, -122.0828384, 10, 0.28, 309.9, 188, 110, 170
246196389, 2, 9, 47.5635581, -122.0828380, 10, 0.22, 309.9, 188, 109, 170
246396446, 2, 9, 47.5635584, -122.0828380, 10, 0.20, 309.9, 188, 109, 169
246596392, 2, 9, 47.5635589, -122.0828383, 10, 0.18, 309.9, 188, 108, 168
246796346, 2, 9, 47.5635589, -122.0828377, 10, 0.15, 309.9, 188, 107, 168
246997061, 2, 9, 47.5635587, -122.0828371, 10, 0.25, 309.9, 188, 107, 168
247196897, 2, 9, 47.5635583, -122.0828367, 10, 0.16, 309.9, 188, 107, 167
247396878, 2, 9, 47.5635581, -122.0828361, 10, 0.26, 30.8, 188, 106, 166
247596875, 2, 9, 47.5635579, -122.0828354, 10, 0.25, 30.8, 188, 106, 166
247796812, 2, 9, 47.5635573, -122.0828343, 10, 0.37, 86.8, 188, 105, 165
247996880, 2, 9, 47.5635567, -122.0828334, 10, 0.38, 114.8, 188, 105, 164
248196747, 2, 9, 47.5635564, -122.0828331, 10, 0.21, 114.8, 188, 104, 163
248397380, 2, 9, 47.5635557, -122.0828322, 10, 0.47, 127.3, 188, 104, 163
248597342, 2, 9, 47.5635552, -122.0828318, 10, 0.24, 131.3, 188, 104, 162
248797418, 2, 9, 47.5635546, -122.0828312, 10, 0.39, 142.2, 188, 104, 162
248998372, 2, 9, 47.5635541, -122.0828308, 10, 0.28, 144.1, 188, 104, 162
249198471, 2, 9, 47.5635535, -122.0828303, 10, 0.33, 144.9, 188, 103, 161
249398457, 2, 9, 47.5635530, -122.0828299, 10, 0.30, 142.4, 188, 103, 161
249428756, 2, 9, 47.5635530, -122.0828299, 10, 0.30, 142.4, 188, 103, 161
249598338, 2, 9, 47.5635527, -122.0828297, 10, 0.25, 144.3, 188, 103, 160
249799348, 2, 9, 47.5635523, -122.0828297, 10, 0.20, 144.3, 188, 103, 159
249998364, 2, 9, 47.5635519, -122.0828295, 10, 0.23, 144.3, 188, 103, 158
250198252, 2, 9, 47.5635516, -122.0828296, 10, 0.11, 144.3, 188, 102, 158
250398065, 2, 9, 47.5635512, -122.0828294, 10, 0.07, 144.3, 188, 102, 158
250598873, 2, 9, 47.5635511, -122.0828294, 10, 0.02, 144.3, 188, 102, 157
250798913, 2, 9, 47.5635508, -122.0828292, 10, 0.02, 144.3, 188, 102, 157
250998956, 2, 9, 47.5635504, -122.0828289, 10, 0.03, 144.3, 188, 101, 156
251199157, 2, 9, 47.5635500, -122.0828285, 10, 0.02, 144.3, 188, 101, 156
251399135, 2, 9, 47.5635498, -122.0828286, 10, 0.05, 144.3, 188, 101, 155
251600236, 2, 9, 47.5635496, -122.0828284, 10, 0.05, 144.3, 188, 101, 155
251799342, 2, 9, 47.5635495, -122.0828284, 10, 0.02, 144.3, 188, 100, 154
251999290, 2, 9, 47.5635493, -122.0828285, 10, 0.08, 144.3, 188, 100, 154
252199435, 2, 9, 47.5635491, -122.0828285, 10, 0.08, 144.3, 188, 100, 154
252399499, 2, 9, 47.5635490, -122.0828287, 10, 0.08, 144.3, 188, 100, 154
252599480, 2, 9, 47.5635489, -122.0828287, 10, 0.10, 144.3, 188, 100, 154
252799614, 2, 9, 47.5635488, -122.0828290, 10, 0.07, 144.3, 188, 99, 155
252999648, 2, 9, 47.5635488, -122.0828292, 10, 0.10, 144.3, 188, 99, 155
253199498, 2, 9, 47.5635489, -122.0828294, 10, 0.11, 144.3, 188, 99, 155
253399507, 2, 9, 47.5635489, -122.0828298, 10, 0.10, 144.3, 188, 99, 155
253545249, 2, 9, 47.5635489, -122.0828298, 10, 0.16, 144.3, 188, 99, 155
253599447, 2, 9, 47.5635490, -122.0828300, 10, 0.16, 144.3, 188, 99, 155
253799458, 2, 9, 47.5635491, -122.0828302, 10, 0.11, 144.3, 188, 99, 155
253999389, 2, 9, 47.5635491, -122.0828305, 10, 0.12, 144.3, 188, 99, 155
254199342, 2, 9, 47.5635491, -122.0828308, 10, 0.14, 144.3, 188, 98, 155
254399992, 2, 9, 47.5635492, -122.0828313, 10, 0.13, 144.3, 188, 98, 155
254600075, 2, 9, 47.5635492, -122.0828317, 10, 0.19, 144.3, 188, 98, 155
254800042, 2, 9, 47.5635494, -122.0828321, 10, 0.20, 144.3, 188, 98, 155
254999844, 2, 9, 47.5635496, -122.0828326, 10, 0.16, 144.3, 188, 98, 155
255199886, 2, 9, 47.5635498, -122.0828330, 10, 0.25, 224.5, 188, 98, 154
255600764, 2, 9, 47.5635501, -122.0828338, 10, 0.25, 224.5, 188, 97, 154
255801439, 2, 9, 47.5635502, -122.0828343, 10, 0.18, 224.5, 188, 97, 154
256040755, 2, 9, 47.5635504, -122.0828347, 10, 0.24, 224.5, 188, 97, 154
256201304, 2, 9, 47.5635508, -122.0828353, 10, 0.24, 224.5, 188, 97, 154
256440728, 2, 9, 47.5635508, -122.0828355, 10, 0.16, 271.8, 188, 97, 154
256641368, 2, 9, 47.5635511, -122.0828362, 10, 0.32, 284.0, 188, 97, 154
256841401, 2, 9, 47.5635512, -122.0828366, 10, 0.15, 284.0, 188, 97, 154
257041328, 2, 9, 47.5635514, -122.0828373, 10, 0.27, 284.0, 188, 97, 153
257241385, 2, 9, 47.5635514, -122.0828376, 10, 0.15, 284.0, 188, 97, 153
257441465, 2, 9, 47.5635516, -122.0828381, 10, 0.20, 284.0, 188, 97, 153
257641423, 2, 9, 47.5635517, -122.0828384, 10, 0.15, 284.0, 188, 97, 153
257660480, 2, 9, 47.5635517, -122.0828384, 10, 0.15, 284.0, 188, 97, 153
257841315, 2, 9, 47.5635519, -122.0828388, 10, 0.18, 284.0, 188, 97, 153
258041359, 2, 9, 47.5635520, -122.0828390, 10, 0.12, 284.0, 188, 97, 153
258241383, 2, 9, 47.5635522, -122.0828394, 10, 0.13, 284.0, 188, 97, 153
258441492, 2, 9, 47.5635523, -122.0828395, 10, 0.07, 284.0, 188, 97, 153
258642597, 2, 9, 47.5635524, -122.0828399, 10, 0.06, 284.0, 188, 97, 153
258841566, 2, 9, 47.5635526, -122.0828400, 10, 0.05, 284.0, 188, 97, 153
259042454, 2, 9, 47.5635524, -122.0828397, 10, 0.03, 284.0, 188, 97, 153
259242490, 2, 9, 47.5635521, -122.0828394, 10, 0.06, 284.0, 188, 97, 153
259442446, 2, 9, 47.5635522, -122.0828395, 10, 0.01, 284.0, 188, 97, 153
259642456, 2, 9, 47.5635519, -122.0828393, 10, 0.07, 284.0, 188, 97, 153
259842320, 2, 9, 47.5635518, -122.0828393, 10, 0.14, 284.0, 188, 96, 153
260042300, 2, 9, 47.5635516, -122.0828392, 10, 0.14, 284.0, 188, 96, 153
260242933, 2, 9, 47.5635512, -122.0828390, 10, 0.20, 284.0, 188, 96, 153
260442958, 2, 9, 47.5635506, -122.0828385, 10, 0.27, 228.2, 188, 96, 153
260642910, 2, 9, 47.5635502, -122.0828386, 10, 0.22, 228.2, 188, 96, 153
260842776, 2, 9, 47.5635498, -122.0828386, 10, 0.29, 202.0, 188, 96, 153
261042621, 2, 9, 47.5635493, -122.0828385, 10, 0.40, 181.7, 188, 96, 153
261242712, 2, 9, 47.5635491, -122.0828385, 10, 0.20, 181.7, 188, 96, 153
261442631, 2, 9, 47.5635489, -122.0828383, 10, 0.10, 181.7, 188, 96, 153
261643316, 2, 9, 47.5635489, -122.0828381, 10, 0.05, 181.7, 188, 97, 154
261776036, 2, 9, 47.5635489, -122.0828381, 10, 0.05, 181.7, 188, 97, 154
261843266, 2, 9, 47.5635488, -122.0828376, 10, 0.11, 181.7, 188, 97, 154
262043197, 2, 9, 47.5635488, -122.0828373, 10, 0.11, 181.7, 188, 97, 155
262243223, 2, 9, 47.5635488, -122.0828370, 10, 0.11, 181.7, 188, 97, 155
262443159, 2, 9, 47.5635488, -122.0828367, 10, 0.08, 181.7, 188, 97, 155
262643108, 2, 9, 47.5635488, -122.0828365, 10, 0.04, 181.7, 188, 97, 155
262842995, 2, 9, 47.5635488, -122.0828363, 10, 0.03, 181.7, 188, 98, 155
263243138, 2, 9, 47.5635488, -122.0828362, 10, 0.03, 181.7, 188, 98, 155
263643064, 2, 9, 47.5635489, -122.0828362, 10, 0.05, 181.7, 188, 98, 155
264043634, 2, 9, 47.5635490, -122.0828363, 10, 0.02, 181.7, 188, 97, 154
264243527, 2, 9, 47.5635490, -122.0828364, 10, 0.02, 181.7, 188, 97, 154
264443495, 2, 9, 47.5635491, -122.0828364, 10, 0.04, 181.7, 188, 97, 154
264643335, 2, 9, 47.5635492, -122.0828364, 10, 0.04, 181.7, 188, 97, 154
264843493, 2, 9, 47.5635494, -122.0828363, 10, 0.08, 181.7, 188, 96, 154
265043555, 2, 9, 47.5635494, -122.0828360, 10, 0.12, 181.7, 188, 96, 154
265243438, 2, 9, 47.5635492, -122.0828356, 10, 0.15, 181.7, 188, 96, 154
265443591, 2, 9, 47.5635491, -122.0828350, 10, 0.20, 181.7, 188, 96, 154
265643436, 2, 9, 47.5635488, -122.0828345, 10, 0.15, 181.7, 188, 96, 154
265844456, 2, 9, 47.5635485, -122.0828342, 10, 0.12, 181.7, 188, 96, 154
265891619, 2, 9, 47.5635485, -122.0828342, 10, 0.12, 181.7, 188, 96, 154
266043507, 2, 9, 47.5635481, -122.0828337, 10, 0.23, 181.7, 188, 96, 154
266243585, 2, 9, 47.5635477, -122.0828332, 10, 0.17, 181.7, 188, 96, 154
266443567, 2, 9, 47.5635472, -122.0828327, 10, 0.32, 165.2, 188, 96, 154
266643698, 2, 9, 47.5635471, -122.0828322, 10, 0.17, 165.2, 188, 96, 154
266843637, 2, 9, 47.5635470, -122.0828316, 10, 0.17, 165.2, 188, 96, 153
267043664, 2, 9, 47.5635475, -122.0828307, 10, 0.23, 165.2, 188, 96, 153
267244904, 2, 9, 47.5635478, -122.0828302, 10, 0.27, 112.0, 188, 96, 153
267444968, 2, 9, 47.5635482, -122.0828294, 10, 0.38, 76.6, 188, 96, 153
267645980, 2, 9, 47.5635487, -122.0828286, 10, 0.38, 76.6, 188, 96, 153
267845047, 2, 9, 47.5635493, -122.0828277, 10, 0.45, 49.6, 188, 95, 153
268045115, 2, 9, 47.5635499, -122.0828271, 10, 0.49, 42.9, 188, 95, 153
268245070, 2, 9, 47.5635505, -122.0828266, 10, 0.41, 38.8, 188, 95, 153
268445173, 2, 9, 47.5635510, -122.0828257, 10, 0.37, 34.5, 188, 95, 152
268645196, 2, 9, 47.5635516, -122.0828250, 10, 0.41, 39.0, 188, 95, 153
268845275, 2, 9, 47.5635523, -122.0828243, 10, 0.48, 34.5, 188, 95, 153
269045269, 2, 9, 47.5635530, -122.0828239, 10, 0.46, 36.7, 188, 95, 153
269245094, 2, 9, 47.5635536, -122.0828233, 10, 0.39, 30.5, 188, 95, 153
269444950, 2, 9, 47.5635541, -122.0828229, 10, 0.41, 30.8, 188, 95, 153
269644995, 2, 9, 47.5635543, -122.0828222, 10, 0.35, 29.8, 188, 95, 153
269845059, 2, 9, 47.5635545, -122.0828215, 10, 0.29, 29.8, 188, 95, 153
270008705, 2, 9, 47.5635545, -122.0828215, 10, 0.26, 29.8, 188, 95, 153
270045201, 2, 9, 47.5635546, -122.0828211, 10, 0.26, 29.8, 188, 94, 152
270245293, 2, 9, 47.5635546, -122.0828206, 10, 0.21, 29.8, 188, 94, 152
270445248, 2, 9, 47.5635546, -122.0828201, 10, 0.17, 29.8, 188, 94, 152
270645444, 2, 9, 47.5635547, -122.0828197, 10, 0.18, 29.8, 188, 95, 152
270845498, 2, 9, 47.5635548, -122.0828193, 10, 0.17, 29.8, 188, 95, 152
271045456, 2, 9, 47.5635549, -122.0828188, 10, 0.17, 29.8, 188, 95, 152
271285711, 2, 9, 47.5635550, -122.0828185, 10, 0.14, 29.8, 188, 95, 152
271445719, 2, 9, 47.5635551, -122.0828185, 10, 0.14, 29.8, 188, 95, 152
271685828, 2, 9, 47.5635552, -122.0828186, 10, 0.04, 29.8, 188, 96, 153
271885904, 2, 9, 47.5635554, -122.0828190, 10, 0.05, 29.8, 188, 96, 153
272085829, 2, 9, 47.5635554, -122.0828199, 10, 0.25, 29.8, 188, 96, 153
272285833, 2, 9, 47.5635550, -122.0828206, 10, 0.33, 29.8, 188, 96, 153
272486445, 2, 9, 47.5635549, -122.0828215, 10, 0.36, 29.8, 188, 96, 153
272686408, 2, 9, 47.5635546, -122.0828222, 11, 0.29, 29.8, 188, 97, 153
272886389, 2, 9, 47.5635546, -122.0828226, 11, 0.16, 29.8, 188, 97, 153
273086513, 2, 9, 47.5635546, -122.0828228, 11, 0.09, 29.8, 188, 98, 153
273286559, 2, 9, 47.5635547, -122.0828232, 11, 0.14, 29.8, 188, 98, 153
273486508, 2, 9, 47.5635548, -122.0828236, 11, 0.13, 29.8, 188, 98, 153
273686558, 2, 9, 47.5635550, -122.0828242, 11, 0.16, 29.8, 188, 99, 153
273886607, 2, 9, 47.5635553, -122.0828248, 11, 0.19, 29.8, 188, 99, 154
274086611, 2, 9, 47.5635555, -122.0828254, 11, 0.23, 29.8, 188, 99, 154
274125947, 2, 9, 47.5635555, -122.0828254, 11, 0.23, 29.8, 188, 99, 154
274286658, 2, 9, 47.5635557, -122.0828260, 11, 0.14, 29.8, 188, 99, 153
274486529, 2, 9, 47.5635558, -122.0828266, 11, 0.14, 29.8, 188, 99, 153
274686480, 2, 9, 47.5635559, -122.0828272, 11, 0.21, 29.8, 188, 99, 153
274886505, 2, 9, 47.5635561, -122.0828278, 11, 0.22, 29.8, 188, 99, 153
275086524, 2, 9, 47.5635563, -122.0828285, 11, 0.28, 29.8, 188, 100, 154
275286611, 2, 9, 47.5635565, -122.0828292, 11, 0.28, 29.8, 188, 100, 154
275486477, 2, 9, 47.5635568, -122.0828299, 11, 0.31, 353.0, 188, 100, 154
275686498, 2, 9, 47.5635570, -122.0828305, 11, 0.30, 333.1, 188, 100, 154
275886565, 2, 9, 47.5635571, -122.0828311, 11, 0.22, 333.1, 188, 100, 153
276086691, 2, 9, 47.5635576, -122.0828319, 11, 0.33, 321.8, 188, 100, 153
276286635, 2, 9, 47.5635579, -122.0828325, 11, 0.27, 321.8, 188, 100, 153
276486741, 2, 9, 47.5635582, -122.0828331, 11, 0.22, 321.8, 188, 101, 153
276686804, 2, 9, 47.5635586, -122.0828337, 10, 0.11, 321.8, 188, 100, 153
276886826, 2, 9, 47.5635588, -122.0828340, 10, 0.07, 321.8, 188, 100, 153
277086946, 2, 9, 47.5635589, -122.0828343, 10, 0.02, 321.8, 188, 100, 153
277287039, 2, 9, 47.5635590, -122.0828344, 10, 0.07, 321.8, 188, 101, 153
277488031, 2, 9, 47.5635590, -122.0828345, 10, 0.02, 321.8, 188, 101, 153
277688189, 2, 9, 47.5635592, -122.0828345, 10, 0.09, 321.8, 188, 101, 153
277888148, 2, 9, 47.5635591, -122.0828346, 10, 0.07, 321.8, 188, 101, 154
278088242, 2, 9, 47.5635590, -122.0828347, 10, 0.04, 321.8, 188, 101, 154
278243150, 2, 9, 47.5635590, -122.0828347, 10, 0.04, 321.8, 188, 101, 154
278288306, 2, 9, 47.5635590, -122.0828349, 10, 0.10, 321.8, 188, 102, 155
278488281, 2, 9, 47.5635591, -122.0828353, 10, 0.09, 321.8, 188, 102, 156
278688372, 2, 9, 47.5635593, -122.0828354, 10, 0.07, 321.8, 188, 102, 156
278888472, 2, 9, 47.5635594, -122.0828356, 10, 0.04, 321.8, 188, 103, 156
279088450, 2, 9, 47.5635592, -122.0828356, 10, 0.14, 321.8, 188, 103, 156
279488674, 2, 9, 47.5635588, -122.0828357, 10, 0.21, 321.8, 188, 104, 157
279688585, 2, 9, 47.5635585, -122.0828353, 10, 0.19, 321.8, 188, 104, 157
279889231, 2, 9, 47.5635581, -122.0828349, 10, 0.24, 321.8, 188, 104, 157
280089340, 2, 9, 47.5635581, -122.0828348, 10, 0.05, 321.8, 188, 105, 158
280289344, 2, 9, 47.5635581, -122.0828351, 10, 0.07, 321.8, 188, 105, 158
280489407, 2, 9, 47.5635574, -122.0828349, 10, 0.39, 239.3, 188, 106, 159
280689567, 2, 9, 47.5635571, -122.0828348, 10, 0.19, 239.3, 188, 106, 160
280889663, 2, 9, 47.5635571, -122.0828350, 10, 0.11, 239.3, 188, 107, 161
281090600, 2, 9, 47.5635567, -122.0828354, 10, 0.28, 239.3, 188, 107, 162
281289708, 2, 9, 47.5635563, -122.0828357, 10, 0.24, 239.3, 188, 108, 163
281489671, 2, 9, 47.5635560, -122.0828358, 10, 0.19, 239.3, 188, 109, 164
281690569, 2, 9, 47.5635560, -122.0828360, 10, 0.04, 239.3, 188, 109, 165
281890563, 2, 9, 47.5635558, -122.0828363, 10, 0.17, 239.3, 188, 110, 165
282090518, 2, 9, 47.5635556, -122.0828366, 10, 0.24, 239.3, 188, 110, 165
282290551, 2, 9, 47.5635553, -122.0828368, 10, 0.38, 222.0, 188, 110, 165
282359747, 2, 9, 47.5635553, -122.0828368, 10, 0.38, 222.0, 188, 110, 165
282490356, 2, 9, 47.5635552, -122.0828373, 10, 0.27, 222.0, 188, 111, 165
282691034, 2, 9, 47.5635549, -122.0828383, 10, 0.40, 222.0, 188, 111, 166
