time (us), GPS_fixType, GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course, GPS_hdop, GPS_eph, GPS_epv, GPS_velned[0], GPS_velned[1], GPS_velned[2]
360055144, 2, 18, 47.5635518, -122.0828181, 12, 0.24, 225.9, 129, 57, 88, -9, 22, 7
360255902, 2, 18, 47.5635516, -122.0828177, 12, 0.33, 151.5, 129, 57, 88, -10, 32, 10
360436618, 2, 18, 47.5635513, -122.0828171, 12, 0.33, 151.5, 129, 57, 88, -10, 32, 10
360637548, 2, 18, 47.5635511, -122.0828162, 12, 0.39, 111.7, 129, 57, 87, -5, 39, 4
360838224, 2, 18, 47.5635508, -122.0828155, 12, 0.39, 111.7, 129, 57, 87, -5, 39, 4
361038960, 2, 18, 47.5635507, -122.0828144, 12, 0.33, 105.2, 129, 57, 87, -4, 33, -3
361278174, 2, 18, 47.5635506, -122.0828135, 12, 0.38, 90.8, 129, 57, 87, 1, 38, -1
361438779, 2, 19, 47.5635506, -122.0828135, 12, 0.38, 90.8, 124, 57, 87, 1, 38, -1
361458853, 2, 19, 47.5635505, -122.0828124, 12, 0.52, 93.8, 124, 56, 86, -5, 52, 2
361659641, 2, 19, 47.5635504, -122.0828113, 12, 0.51, 91.6, 124, 56, 85, 1, 51, 3
361840312, 2, 19, 47.5635503, -122.0828097, 12, 0.51, 91.6, 124, 56, 85, 1, 51, 3
362061053, 2, 19, 47.5635503, -122.0828081, 12, 0.67, 89.9, 124, 55, 84, -1, 67, -2
362261913, 2, 19, 47.5635503, -122.0828069, 12, 0.56, 88.6, 124, 55, 83, 3, 56, -4
362462604, 2, 19, 47.5635501, -122.0828063, 12, 0.41, 95.3, 124, 55, 83, -13, 39, -4
362643192, 2, 19, 47.5635499, -122.0828065, 12, 0.06, 95.3, 124, 55, 82, -6, -1, -2
362844008, 2, 19, 47.5635498, -122.0828072, 12, 0.22, 131.0, 124, 55, 82, -6, -21, 4
363044939, 2, 19, 47.5635496, -122.0828084, 12, 0.38, 227.8, 124, 54, 81, -6, -38, -2
363245646, 2, 19, 47.5635494, -122.0828096, 12, 0.38, 227.8, 124, 54, 81, -6, -38, -2
363444545, 2, 19, 47.5635490, -122.0828103, 12, 0.34, 242.7, 124, 54, 81, -17, -30, 6
363645231, 2, 19, 47.5635486, -122.0828113, 12, 0.43, 240.3, 124, 54, 81, -23, -37, 8
363846317, 2, 19, 47.5635482, -122.0828120, 12, 0.32, 233.5, 124, 54, 81, -23, -23, 4
364047010, 2, 19, 47.5635475, -122.0828128, 12, 0.43, 226.2, 124, 54, 81, -32, -28, -4
364267831, 2, 19, 47.5635471, -122.0828133, 12, 0.28, 221.8, 124, 54, 82, -24, -14, -1
364448612, 2, 19, 47.5635467, -122.0828141, 12, 0.29, 227.6, 124, 54, 82, -18, -23, -3
364649308, 2, 19, 47.5635466, -122.0828147, 12, 0.19, 227.6, 124, 54, 81, 1, -18, 0
364829940, 2, 19, 47.5635467, -122.0828153, 12, 0.19, 227.6, 124, 54, 81, 1, -18, 0
365014724, 2, 19, 47.5635467, -122.0828153, 12, 0.20, 227.6, 124, 54, 81, 9, -18, -3
365050873, 2, 19, 47.5635468, -122.0828157, 12, 0.15, 227.6, 124, 54, 81, 13, -8, 4
365271647, 2, 19, 47.5635469, -122.0828160, 12, 0.15, 227.6, 124, 54, 81, 13, -7, 10
365434258, 2, 19, 47.5635470, -122.0828162, 12, 0.15, 227.6, 124, 54, 81, 13, -7, 10
365651341, 2, 19, 47.5635471, -122.0828161, 12, 0.17, 227.6, 124, 54, 81, 17, 4, 9
365831978, 2, 19, 47.5635473, -122.0828160, 12, 0.23, 284.1, 124, 54, 81, 22, 4, 11
366032885, 2, 19, 47.5635476, -122.0828156, 11, 0.23, 284.1, 124, 54, 81, 22, 4, 11
366253744, 2, 19, 47.5635478, -122.0828151, 11, 0.26, 352.8, 124, 54, 81, 20, 17, 21
366434380, 2, 19, 47.5635481, -122.0828144, 11, 0.30, 22.8, 124, 54, 81, 20, 23, 12
366655415, 2, 19, 47.5635484, -122.0828136, 11, 0.39, 44.9, 124, 53, 80, 20, 34, 7
366854149, 2, 19, 47.5635488, -122.0828125, 11, 0.52, 48.8, 124, 54, 81, 33, 40, 12
367034763, 2, 19, 47.5635491, -122.0828115, 11, 0.52, 48.8, 124, 53, 81, 33, 40, 12
367275728, 2, 19, 47.5635496, -122.0828102, 11, 0.58, 57.8, 124, 53, 81, 29, 50, 6
367456347, 2, 19, 47.5635499, -122.0828087, 11, 0.57, 63.2, 124, 53, 81, 20, 53, 4
367637074, 2, 19, 47.5635501, -122.0828071, 11, 0.57, 63.2, 124, 53, 81, 20, 53, 4
367836006, 2, 19, 47.5635503, -122.0828056, 11, 0.60, 69.0, 123, 54, 81, 16, 58, 3
368036709, 2, 19, 47.5635504, -122.0828044, 11, 0.59, 73.2, 123, 54, 81, 12, 58, -1
368257655, 2, 19, 47.5635503, -122.0828039, 11, 0.20, 75.0, 123, 54, 81, -2, 20, -4
368438280, 2, 19, 47.5635503, -122.0828038, 11, 0.03, 75.0, 123, 53, 80, 3, 1, -5
368638883, 2, 19, 47.5635501, -122.0828042, 12, 0.03, 75.0, 123, 53, 80, 3, 1, -5
368839805, 2, 19, 47.5635499, -122.0828052, 12, 0.17, 75.0, 123, 53, 79, -1, -17, -5
369040427, 2, 19, 47.5635499, -122.0828059, 12, 0.30, 19.1, 123, 53, 79, -3, -30, -5
369261190, 2, 19, 47.5635497, -122.0828067, 12, 0.32, 323.6, 123, 53, 78, 1, -32, -3
369440124, 2, 19, 47.5635497, -122.0828075, 12, 0.31, 294.8, 123, 53, 78, -2, -31, -3
369640842, 2, 19, 47.5635496, -122.0828083, 12, 0.30, 283.3, 123, 53, 78, 1, -30, -3
369841702, 2, 19, 47.5635495, -122.0828087, 12, 0.27, 275.4, 123, 53, 77, -2, -27, -3
370042373, 2, 19, 47.5635494, -122.0828091, 12, 0.19, 275.4, 123, 53, 77, -3, -19, -5
370263158, 2, 19, 47.5635494, -122.0828094, 12, 0.16, 269.2, 123, 53, 77, -5, -16, -8
370445947, 2, 19, 47.5635494, -122.0828095, 12, 0.16, 269.2, 123, 53, 77, -5, -16, -8
370644845, 2, 19, 47.5635494, -122.0828096, 12, 0.12, 269.2, 123, 53, 77, -3, -12, -6
370845540, 2, 19, 47.5635493, -122.0828096, 12, 0.08, 269.2, 123, 53, 77, -1, -8, -5
371046386, 2, 19, 47.5635493, -122.0828095, 12, 0.04, 269.2, 123, 53, 78, -4, 3, 5
371267248, 2, 19, 47.5635492, -122.0828093, 12, 0.04, 269.2, 123, 53, 77, -4, 3, 5
371446110, 2, 19, 47.5635492, -122.0828088, 12, 0.09, 269.2, 123, 53, 78, -3, 9, 6
371646777, 2, 19, 47.5635490, -122.0828082, 12, 0.15, 269.2, 123, 53, 77, -4, 14, 3
371847490, 2, 19, 47.5635488, -122.0828074, 12, 0.18, 269.2, 123, 53, 78, -8, 16, 1
372048261, 2, 19, 47.5635486, -122.0828065, 12, 0.31, 168.5, 123, 53, 78, -16, 27, 2
372248906, 2, 19, 47.5635482, -122.0828053, 12, 0.34, 135.0, 123, 53, 77, -10, 32, 5
372449653, 2, 19, 47.5635480, -122.0828042, 12, 0.40, 119.8, 123, 53, 78, -14, 38, -1
372650450, 2, 19, 47.5635477, -122.0828028, 12, 0.40, 119.8, 123, 54, 78, -14, 38, -1
372871351, 2, 19, 47.5635473, -122.0828012, 12, 0.59, 111.5, 123, 54, 78, -20, 55, -7
373052057, 2, 19, 47.5635469, -122.0827995, 12, 0.69, 111.5, 123, 54, 78, -25, 64, -8
373238977, 2, 19, 47.5635469, -122.0827995, 12, 0.69, 111.5, 123, 54, 78, -25, 64, -8
373273121, 2, 19, 47.5635465, -122.0827976, 12, 0.69, 111.5, 123, 54, 78, -25, 64, -8
373451721, 2, 19, 47.5635460, -122.0827962, 12, 0.58, 114.5, 123, 54, 78, -30, 50, -15
373652523, 2, 19, 47.5635458, -122.0827953, 12, 0.34, 112.7, 123, 54, 78, -10, 32, -14
373833104, 2, 19, 47.5635458, -122.0827954, 12, 0.34, 112.7, 123, 54, 77, -10, 32, -14
374053815, 2, 19, 47.5635462, -122.0827960, 12, 0.29, 35.1, 123, 53, 77, 16, -24, -9
374254542, 2, 19, 47.5635468, -122.0827968, 12, 0.29, 35.1, 123, 53, 77, 16, -24, -9
374435313, 2, 19, 47.5635476, -122.0827977, 12, 0.48, 336.4, 123, 53, 77, 33, -35, -1
374656076, 2, 19, 47.5635484, -122.0827988, 12, 0.61, 320.3, 123, 53, 77, 44, -42, 57
374856812, 2, 19, 47.5635493, -122.0827998, 12, 0.56, 320.6, 123, 53, 77, 44, -35, 26
375037539, 2, 19, 47.5635500, -122.0828005, 12, 0.56, 320.6, 123, 53, 77, 44, -35, 26
375278364, 2, 19, 47.5635508, -122.0828013, 12, 0.50, 321.6, 123, 53, 77, 39, -31, 8
375458929, 2, 19, 47.5635514, -122.0828019, 12, 0.50, 321.6, 123, 53, 77, 39, -31, 8
375637840, 2, 19, 47.5635520, -122.0828024, 12, 0.37, 322.0, 123, 53, 77, 29, -22, 0
375858674, 2, 19, 47.5635523, -122.0828030, 12, 0.30, 312.4, 123, 53, 77, 17, -25, -10
376059442, 2, 19, 47.5635524, -122.0828038, 12, 0.31, 300.3, 123, 53, 76, 9, -29, -9
376260183, 2, 19, 47.5635524, -122.0828044, 12, 0.31, 300.3, 123, 53, 76, 9, -29, -9
376440775, 2, 19, 47.5635525, -122.0828054, 12, 0.40, 277.6, 123, 53, 76, 1, -40, -3
376661685, 2, 19, 47.5635525, -122.0828065, 12, 0.44, 270.8, 123, 53, 76, -4, -44, -4
376842382, 2, 19, 47.5635525, -122.0828075, 12, 0.44, 270.8, 123, 53, 76, -4, -44, -4
377043094, 2, 19, 47.5635525, -122.0828087, 12, 0.42, 268.0, 123, 53, 75, -3, -42, 0
377262154, 2, 19, 47.5635526, -122.0828099, 12, 0.45, 265.3, 123, 52, 75, -5, -45, -4
377442768, 2, 19, 47.5635526, -122.0828110, 12, 0.45, 262.7, 123, 52, 75, -8, -44, 3
377643558, 2, 19, 47.5635526, -122.0828120, 12, 0.39, 263.4, 123, 52, 75, -4, -39, -2
377844399, 2, 19, 47.5635525, -122.0828127, 12, 0.42, 259.0, 123, 52, 74, -11, -40, 2
378045166, 2, 19, 47.5635524, -122.0828134, 12, 0.27, 256.3, 123, 52, 74, -9, -26, 2
378264175, 2, 19, 47.5635521, -122.0828138, 12, 0.23, 245.6, 123, 51, 74, -13, -19, 7
378444915, 2, 19, 47.5635518, -122.0828143, 12, 0.23, 245.6, 123, 51, 74, -13, -19, 7
378645650, 2, 19, 47.5635516, -122.0828147, 12, 0.27, 236.1, 123, 51, 74, -18, -20, 8
378846527, 2, 19, 47.5635514, -122.0828150, 12, 0.19, 229.4, 123, 51, 73, -15, -11, 8
379047288, 2, 19, 47.5635510, -122.0828152, 12, 0.23, 199.4, 123, 51, 73, -23, -3, 9
379266359, 2, 19, 47.5635506, -122.0828154, 12, 0.23, 199.4, 123, 51, 73, -23, -3, 9
379447076, 2, 19, 47.5635502, -122.0828157, 12, 0.25, 189.9, 123, 51, 73, -25, 0, 9
379647771, 2, 19, 47.5635499, -122.0828155, 12, 0.28, 186.6, 123, 51, 73, -28, -2, 8
379848621, 2, 19, 47.5635493, -122.0828153, 12, 0.21, 176.6, 123, 51, 73, -19, 8, 9
380049440, 2, 19, 47.5635488, -122.0828153, 12, 0.26, 166.5, 123, 51, 73, -25, 5, 4
380250381, 2, 19, 47.5635482, -122.0828146, 12, 0.26, 166.5, 123, 51, 73, -25, 5, 4
380451146, 2, 19, 47.5635477, -122.0828143, 12, 0.31, 149.1, 123, 51, 74, -25, 17, 6
380651939, 2, 19, 47.5635473, -122.0828136, 12, 0.34, 141.0, 123, 51, 74, -23, 24, 15
380854775, 2, 19, 47.5635467, -122.0828132, 12, 0.34, 141.0, 123, 51, 73, -23, 24, 15
381053520, 2, 19, 47.5635464, -122.0828129, 12, 0.27, 145.7, 123, 51, 73, -23, 15, 10
381274289, 2, 19, 47.5635462, -122.0828128, 12, 0.12, 145.7, 123, 51, 73, -12, 4, 11
381455022, 2, 19, 47.5635460, -122.0828130, 12, 0.12, 145.7, 123, 51, 73, -12, 4, 11
381463050, 2, 19, 47.5635460, -122.0828130, 12, 0.12, 145.7, 123, 51, 73, -12, 4, 11
381635661, 2, 19, 47.5635459, -122.0828133, 12, 0.12, 145.7, 123, 51, 73, -10, -7, 12
381854772, 2, 19, 47.5635459, -122.0828136, 12, 0.12, 145.7, 123, 51, 73, -8, -10, 9
382055468, 2, 19, 47.5635458, -122.0828139, 12, 0.12, 145.7, 123, 51, 73, -3, -11, 9
382276224, 2, 19, 47.5635458, -122.0828141, 12, 0.07, 145.7, 123, 51, 74, 3, -6, 5
382456926, 2, 19, 47.5635459, -122.0828142, 12, 0.02, 145.7, 123, 51, 74, 1, -1, -3
382858282, 2, 19, 47.5635460, -122.0828141, 12, 0.06, 145.7, 123, 51, 74, 5, 4, -12
383059046, 2, 19, 47.5635461, -122.0828139, 12, 0.08, 145.7, 123, 52, 75, 7, 4, -15
383278216, 2, 19, 47.5635463, -122.0828135, 12, 0.14, 145.7, 123, 52, 75, 11, 8, -17
383459075, 2, 19, 47.5635466, -122.0828130, 12, 0.22, 91.4, 123, 52, 75, 18, 14, -10
383659809, 2, 19, 47.5635470, -122.0828124, 12, 0.25, 64.4, 123, 52, 75, 18, 17, -13
383860585, 2, 19, 47.5635472, -122.0828119, 12, 0.21, 63.6, 123, 52, 76, 10, 19, -18
384041278, 2, 19, 47.5635476, -122.0828110, 13, 0.21, 63.6, 123, 51, 76, 10, 19, -18
384260280, 2, 19, 47.5635478, -122.0828101, 13, 0.30, 59.9, 123, 52, 76, 16, 26, -17
384461368, 2, 19, 47.5635479, -122.0828090, 13, 0.40, 72.8, 123, 52, 77, 7, 39, -25
384662045, 2, 19, 47.5635481, -122.0828074, 13, 0.40, 72.8, 123, 52, 77, 7, 39, -25
384862666, 2, 19, 47.5635482, -122.0828061, 13, 0.49, 76.6, 123, 52, 77, 10, 48, -19
385063664, 2, 19, 47.5635481, -122.0828045, 13, 0.58, 91.2, 123, 52, 77, -7, 57, -17
385284466, 2, 19, 47.5635479, -122.0828030, 13, 0.59, 98.5, 123, 52, 77, -15, 57, -15
385465086, 2, 19, 47.5635477, -122.0828011, 13, 0.71, 100.0, 123, 52, 77, -14, 69, -21
385645853, 2, 19, 47.5635472, -122.0827996, 13, 0.60, 104.5, 123, 52, 77, -21, 57, -19
385846545, 2, 19, 47.5635470, -122.0827981, 13, 0.60, 104.5, 123, 52, 77, -21, 57, -19
386067237, 2, 19, 47.5635467, -122.0827968, 13, 0.56, 104.9, 123, 52, 77, -14, 54, -21
386266215, 2, 19, 47.5635463, -122.0827951, 13, 0.56, 104.9, 123, 52, 77, -14, 54, -21
386446803, 2, 19, 47.5635458, -122.0827936, 13, 0.65, 108.0, 123, 52, 77, -23, 61, -15
386647695, 2, 19, 47.5635452, -122.0827920, 13, 0.64, 111.4, 123, 53, 77, -27, 58, -11
386848392, 2, 19, 47.5635450, -122.0827910, 13, 0.59, 113.3, 123, 52, 77, -26, 53, -17
387049059, 2, 19, 47.5635453, -122.0827902, 13, 0.50, 108.8, 123, 52, 76, -11, 48, -14
387268078, 2, 19, 47.5635459, -122.0827899, 13, 0.39, 90.3, 123, 52, 76, 16, 35, -7
387448715, 2, 19, 47.5635466, -122.0827896, 13, 0.35, 57.0, 123, 52, 76, 31, 15, -6
387649396, 2, 19, 47.5635473, -122.0827894, 13, 0.42, 32.7, 123, 52, 76, 40, 12, 14
387850310, 2, 19, 47.5635480, -122.0827889, 13, 0.45, 23.5, 123, 52, 76, 44, 10, 27
388050989, 2, 19, 47.5635489, -122.0827885, 13, 0.43, 23.5, 123, 52, 76, 40, 17, 22
388251618, 2, 19, 47.5635499, -122.0827876, 13, 0.51, 22.0, 123, 52, 76, 47, 18, 8
388452457, 2, 19, 47.5635508, -122.0827866, 13, 0.64, 24.7, 123, 53, 77, 57, 29, -2
388653167, 2, 19, 47.5635518, -122.0827859, 13, 0.62, 31.0, 123, 52, 77, 49, 38, -13
388853866, 2, 19, 47.5635528, -122.0827846, 13, 0.58, 29.7, 123, 52, 77, 51, 27, -12
389052648, 2, 19, 47.5635540, -122.0827829, 13, 0.87, 42.3, 123, 52, 77, 60, 63, -7
389273328, 2, 19, 47.5635550, -122.0827812, 13, 0.86, 46.0, 123, 52, 77, 56, 66, -5
389454017, 2, 19, 47.5635561, -122.0827791, 13, 0.86, 46.0, 123, 52, 76, 56, 66, -5
389656962, 2, 19, 47.5635569, -122.0827771, 13, 0.97, 49.2, 123, 52, 76, 60, 76, -8
389687044, 2, 19, 47.5635569, -122.0827771, 13, 0.87, 53.8, 123, 52, 76, 43, 75, 1
389855596, 2, 19, 47.5635576, -122.0827756, 13, 0.87, 53.8, 123, 52, 76, 43, 75, 1
390056265, 2, 19, 47.5635579, -122.0827744, 13, 0.65, 57.2, 123, 52, 76, 30, 58, -1
390277120, 2, 19, 47.5635579, -122.0827739, 13, 0.17, 61.3, 123, 52, 76, 1, 17, 0
390457739, 2, 19, 47.5635577, -122.0827738, 13, 0.17, 61.3, 123, 52, 76, 1, 17, 0
390658408, 2, 19, 47.5635575, -122.0827741, 13, 0.13, 61.3, 123, 51, 75, -13, 0, 6
390859226, 2, 19, 47.5635571, -122.0827751, 13, 0.46, 199.9, 123, 51, 75, -27, -37, 8
391059940, 2, 19, 47.5635569, -122.0827764, 13, 0.46, 199.9, 123, 51, 75, -27, -37, 8
391280711, 2, 19, 47.5635565, -122.0827783, 13, 0.55, 228.5, 123, 51, 75, -16, -53, 15
391461416, 2, 19, 47.5635563, -122.0827805, 13, 0.73, 243.9, 123, 51, 75, -23, -70, 8
391662111, 2, 19, 47.5635560, -122.0827829, 13, 0.91, 255.4, 123, 51, 75, -20, -89, 5
391862863, 2, 19, 47.5635558, -122.0827859, 13, 0.91, 255.4, 123, 51, 75, -20, -89, 5
392063644, 2, 19, 47.5635557, -122.0827888, 13, 1.11, 259.9, 123, 51, 75, -14, -111, 11
392264289, 2, 19, 47.5635560, -122.0827923, 13, 1.10, 263.2, 123, 51, 75, -6, -110, 0
392465059, 2, 19, 47.5635563, -122.0827958, 13, 1.28, 269.1, 123, 51, 75, 8, -128, 0
392665900, 2, 19, 47.5635567, -122.0827995, 13, 1.30, 272.8, 123, 51, 75, 16, -129, 28
392868672, 2, 19, 47.5635568, -122.0828030, 13, 1.39, 274.9, 123, 51, 75, 16, -138, 32
393065641, 2, 19, 47.5635566, -122.0828062, 13, 1.17, 268.9, 123, 51, 75, -14, -116, 30
393286470, 2, 19, 47.5635563, -122.0828095, 13, 1.20, 264.7, 123, 51, 75, -19, -119, 16
393447012, 2, 19, 47.5635563, -122.0828126, 13, 1.20, 264.7, 123, 51, 75, -19, -119, 16
393667868, 2, 19, 47.5635566, -122.0828153, 13, 1.03, 271.2, 123, 51, 75, 17, -101, 13
393868805, 2, 19, 47.5635567, -122.0828180, 13, 1.02, 271.3, 123, 51, 75, 3, -102, 21
394069448, 2, 19, 47.5635567, -122.0828194, 13, 0.55, 271.3, 123, 51, 76, 1, -55, 30
394268335, 2, 19, 47.5635563, -122.0828200, 13, 0.55, 271.3, 123, 52, 76, 1, -55, 30
394469101, 2, 19, 47.5635558, -122.0828197, 13, 0.26, 215.2, 123, 52, 77, -25, 7, 5
394649710, 2, 19, 47.5635552, -122.0828193, 13, 0.26, 215.2, 123, 52, 77, -25, 7, 5
394890673, 2, 19, 47.5635546, -122.0828187, 13, 0.43, 158.5, 123, 52, 77, -34, 26, 0
395069683, 2, 19, 47.5635541, -122.0828175, 13, 0.43, 158.5, 123, 53, 78, -34, 26, 0
395270446, 2, 19, 47.5635534, -122.0828165, 13, 0.53, 138.6, 123, 53, 78, -28, 45, 1
395471329, 2, 19, 47.5635527, -122.0828156, 13, 0.59, 136.0, 123, 53, 78, -43, 41, -2
395672079, 2, 19, 47.5635523, -122.0828142, 13, 0.58, 127.0, 123, 53, 77, -26, 52, 2
395870999, 2, 19, 47.5635518, -122.0828131, 13, 0.58, 127.0, 123, 53, 77, -26, 52, 2
396071990, 2, 19, 47.5635517, -122.0828125, 13, 0.24, 122.0, 123, 53, 76, -8, 23, 9
396274732, 2, 19, 47.5635516, -122.0828122, 13, 0.24, 122.0, 123, 52, 76, -8, 23, 9
396453397, 2, 19, 47.5635515, -122.0828118, 13, 0.16, 122.0, 123, 52, 76, -7, 14, 9
396674165, 2, 19, 47.5635514, -122.0828114, 13, 0.13, 122.0, 123, 52, 76, -1, 13, 9
396874890, 2, 19, 47.5635513, -122.0828112, 13, 0.11, 122.0, 123, 52, 75, -3, 10, 8
397296470, 2, 19, 47.5635515, -122.0828115, 13, 0.12, 122.0, 123, 52, 75, 4, -11, 16
397477005, 2, 19, 47.5635516, -122.0828120, 13, 0.21, 122.0, 123, 52, 74, 4, -20, 15
397657834, 2, 19, 47.5635517, -122.0828126, 13, 0.21, 122.0, 123, 52, 74, 4, -20, 15
397858548, 2, 19, 47.5635516, -122.0828132, 13, 0.25, 207.0, 123, 52, 74, 7, -24, 16
397910707, 2, 19, 47.5635516, -122.0828132, 13, 0.26, 239.1, 123, 52, 74, 0, -26, 15
398077678, 2, 19, 47.5635515, -122.0828139, 13, 0.30, 255.9, 123, 52, 74, -2, -30, 13
398278375, 2, 19, 47.5635513, -122.0828146, 13, 0.28, 259.8, 123, 52, 74, -3, -28, 9
398459005, 2, 19, 47.5635512, -122.0828153, 13, 0.28, 259.8, 123, 52, 74, -3, -28, 9
398659881, 2, 19, 47.5635511, -122.0828159, 13, 0.26, 262.0, 123, 52, 74, -2, -26, 10
398860564, 2, 19, 47.5635510, -122.0828166, 13, 0.24, 259.6, 123, 52, 74, -5, -23, 9
399061240, 2, 19, 47.5635509, -122.0828171, 13, 0.23, 253.2, 123, 52, 74, -9, -21, 5
399280477, 2, 19, 47.5635508, -122.0828175, 12, 0.23, 253.2, 123, 52, 74, -9, -21, 5
399461052, 2, 19, 47.5635506, -122.0828179, 12, 0.18, 253.2, 123, 52, 74, -6, -17, 11
399661813, 2, 19, 47.5635505, -122.0828181, 12, 0.20, 253.2, 123, 52, 74, -6, -19, 19
399862619, 2, 19, 47.5635503, -122.0828181, 12, 0.14, 253.2, 123, 52, 74, -7, -12, 16
400065272, 2, 19, 47.5635500, -122.0828182, 12, 0.14, 253.2, 123, 52, 75, -10, -10, 20
400284179, 2, 19, 47.5635497, -122.0828183, 12, 0.17, 253.2, 123, 52, 75, -13, -11, 34
400464866, 2, 19, 47.5635496, -122.0828186, 12, 0.17, 253.2, 123, 52, 75, -13, -11, 34
400665585, 2, 19, 47.5635494, -122.0828189, 12, 0.14, 253.2, 123, 52, 75, -4, -13, 32
400866360, 2, 19, 47.5635492, -122.0828191, 12, 0.21, 254.9, 123, 52, 75, -5, -21, 43
401067033, 2, 19, 47.5635490, -122.0828198, 12, 0.14, 254.9, 123, 52, 75, -9, -10, 50
401287840, 2, 19, 47.5635488, -122.0828202, 12, 0.27, 252.9, 123, 52, 75, -9, -26, 49
401468609, 2, 19, 47.5635487, -122.0828205, 12, 0.21, 244.2, 123, 52, 75, -14, -16, 51
401671312, 2, 19, 47.5635483, -122.0828208, 12, 0.27, 237.3, 123, 52, 75, -16, -22, 39
401869991, 2, 19, 47.5635483, -122.0828213, 11, 0.23, 248.2, 123, 52, 76, -1, -23, 37
402070807, 2, 19, 47.5635483, -122.0828217, 11, 0.23, 248.2, 123, 52, 76, 10, -20, 19
402291670, 2, 19, 47.5635485, -122.0828221, 11, 0.22, 248.2, 123, 52, 76, 13, -18, 7
402452162, 2, 18, 47.5635485, -122.0828221, 11, 0.22, 248.2, 129, 52, 76, 13, -18, 7
402472235, 2, 18, 47.5635487, -122.0828226, 11, 0.22, 248.2, 129, 52, 76, 12, -19, -3
402651263, 2, 19, 47.5635487, -122.0828226, 11, 0.22, 248.2, 123, 52, 76, 12, -19, -3
402671345, 2, 19, 47.5635489, -122.0828230, 12, 0.22, 248.2, 123, 52, 77, 12, -19, -3
402852007, 2, 18, 47.5635489, -122.0828230, 12, 0.17, 248.2, 129, 52, 77, 12, -12, -17
402872075, 2, 18, 47.5635486, -122.0828227, 12, 0.19, 248.2, 129, 52, 77, -15, 12, 0
403072805, 2, 18, 47.5635474, -122.0828203, 11, 1.12, 133.3, 129, 53, 78, -67, 90, 12
403293669, 2, 18, 47.5635455, -122.0828172, 11, 1.12, 133.3, 129, 53, 78, -67, 90, 12
403454239, 2, 19, 47.5635455, -122.0828172, 11, 1.56, 132.6, 123, 53, 78, -105, 115, 2
403474310, 2, 19, 47.5635434, -122.0828135, 11, 1.56, 132.6, 123, 53, 79, -105, 115, 2
403675030, 2, 19, 47.5635417, -122.0828092, 11, 1.83, 126.4, 123, 53, 79, -97, 155, -19
403876006, 2, 19, 47.5635412, -122.0828060, 11, 1.25, 122.1, 123, 53, 79, -50, 115, 3
404076691, 2, 19, 47.5635410, -122.0828040, 11, 0.68, 117.1, 123, 53, 79, -12, 66, 31
404277626, 2, 19, 47.5635416, -122.0828041, 11, 0.30, 96.1, 123, 53, 79, 29, -6, 35
404478392, 2, 19, 47.5635425, -122.0828062, 11, 0.95, 312.9, 123, 53, 79, 42, -85, 38
404679037, 2, 19, 47.5635434, -122.0828101, 11, 1.55, 298.7, 123, 53, 80, 60, -142, 76
404879811, 2, 19, 47.5635447, -122.0828146, 11, 1.55, 298.7, 123, 53, 80, 60, -142, 76
405080508, 2, 19, 47.5635462, -122.0828189, 11, 1.89, 296.5, 123, 54, 80, 94, -164, 79
405301232, 2, 19, 47.5635473, -122.0828222, 11, 1.46, 296.5, 123, 54, 81, 66, -130, 112
405461927, 2, 19, 47.5635484, -122.0828269, 11, 1.46, 296.5, 123, 54, 82, 66, -130, 112
405662739, 2, 19, 47.5635497, -122.0828304, 11, 2.04, 293.9, 123, 55, 82, 80, -187, 47
405883526, 2, 19, 47.5635504, -122.0828334, 11, 1.33, 295.7, 123, 55, 83, 55, -121, -54
406082561, 2, 19, 47.5635514, -122.0828365, 11, 1.32, 294.7, 123, 56, 84, 54, -121, -52
406134770, 2, 19, 47.5635514, -122.0828365, 11, 1.32, 294.7, 123, 56, 84, 54, -121, -52
406283353, 2, 19, 47.5635518, -122.0828385, 11, 0.73, 291.0, 123, 56, 85, 15, -72, -26
406464108, 2, 19, 47.5635512, -122.0828383, 11, 0.73, 291.0, 123, 57, 85, 15, -72, -26
406664803, 2, 19, 47.5635509, -122.0828389, 11, 0.17, 291.0, 123, 58, 86, -16, -5, -58
406865529, 2, 19, 47.5635506, -122.0828388, 12, 0.24, 291.0, 123, 58, 87, -13, -21, -56
407064532, 2, 19, 47.5635503, -122.0828387, 12, 0.17, 291.0, 123, 59, 87, -17, 1, -54
407285322, 2, 19, 47.5635495, -122.0828384, 12, 0.37, 258.5, 123, 59, 88, -31, 20, -46
407466011, 2, 19, 47.5635494, -122.0828375, 12, 0.37, 258.5, 123, 59, 88, -31, 20, -46
407666785, 2, 19, 47.5635489, -122.0828365, 12, 0.23, 258.5, 123, 59, 88, -8, 22, -35
407867484, 2, 19, 47.5635490, -122.0828358, 12, 0.37, 186.3, 123, 59, 87, -16, 34, -31
408068138, 2, 19, 47.5635492, -122.0828355, 12, 0.31, 134.7, 123, 59, 88, 6, 31, -14
408309128, 2, 19, 47.5635491, -122.0828354, 12, 0.24, 134.7, 123, 59, 89, 14, 19, -1
408509836, 2, 19, 47.5635490, -122.0828355, 12, 0.17, 134.7, 134, 59, 88, 17, -4, 16
