time (us), GPS_fixType, GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course, GPS_hdop, GPS_eph, GPS_epv
309131163, 2, 20, 47.5635685, -122.0828469, 6, 0.13, 74.1, 147, 82, 148
309331859, 2, 20, 47.5635682, -122.0828470, 7, 0.16, 74.1, 147, 82, 148
309532609, 2, 20, 47.5635680, -122.0828469, 7, 0.12, 74.1, 147, 82, 148
309734356, 2, 20, 47.5635677, -122.0828467, 7, 0.12, 74.1, 147, 81, 148
309933989, 2, 20, 47.5635673, -122.0828465, 7, 0.13, 74.1, 147, 81, 148
310133854, 2, 20, 47.5635668, -122.0828462, 7, 0.13, 74.1, 147, 81, 147
310334549, 2, 20, 47.5635664, -122.0828463, 7, 0.13, 74.1, 147, 81, 147
310535259, 2, 20, 47.5635663, -122.0828460, 8, 0.03, 74.1, 147, 80, 147
310935776, 2, 20, 47.5635665, -122.0828459, 8, 0.08, 74.1, 147, 80, 147
311337185, 2, 20, 47.5635666, -122.0828460, 8, 0.06, 74.1, 147, 80, 147
311537989, 2, 20, 47.5635668, -122.0828460, 8, 0.07, 74.1, 147, 80, 146
311738756, 2, 20, 47.5635669, -122.0828457, 8, 0.07, 74.1, 147, 80, 146
311939501, 2, 20, 47.5635669, -122.0828455, 8, 0.06, 74.1, 147, 80, 146
312140431, 2, 20, 47.5635668, -122.0828449, 8, 0.10, 74.1, 147, 80, 146
312340569, 2, 20, 47.5635666, -122.0828444, 8, 0.04, 74.1, 147, 80, 145
312541312, 2, 20, 47.5635662, -122.0828439, 8, 0.04, 74.1, 147, 79, 145
312544343, 2, 20, 47.5635662, -122.0828439, 8, 0.04, 74.1, 147, 79, 145
312742090, 2, 20, 47.5635660, -122.0828436, 8, 0.07, 74.1, 147, 79, 145
312922815, 2, 20, 47.5635659, -122.0828437, 8, 0.07, 74.1, 147, 79, 145
313143638, 2, 20, 47.5635658, -122.0828434, 8, 0.07, 74.1, 147, 79, 145
313344438, 2, 20, 47.5635657, -122.0828435, 8, 0.06, 74.1, 147, 79, 145
313545167, 2, 20, 47.5635655, -122.0828435, 8, 0.06, 74.1, 147, 79, 144
313745886, 2, 20, 47.5635651, -122.0828433, 8, 0.05, 74.1, 147, 79, 144
313946639, 2, 20, 47.5635649, -122.0828432, 8, 0.06, 74.1, 147, 78, 144
314146651, 2, 20, 47.5635645, -122.0828431, 8, 0.06, 74.1, 147, 78, 144
314346759, 2, 20, 47.5635643, -122.0828432, 8, 0.05, 74.1, 147, 78, 143
314547738, 2, 20, 47.5635643, -122.0828434, 8, 0.10, 74.1, 147, 78, 143
314747697, 2, 20, 47.5635643, -122.0828436, 8, 0.06, 74.1, 147, 77, 143
314948736, 2, 20, 47.5635644, -122.0828437, 8, 0.06, 74.1, 147, 77, 142
315149379, 2, 20, 47.5635644, -122.0828438, 8, 0.06, 74.1, 147, 77, 142
315350147, 2, 20, 47.5635643, -122.0828437, 8, 0.08, 74.1, 147, 77, 142
315550900, 2, 20, 47.5635643, -122.0828436, 8, 0.03, 74.1, 147, 77, 142
315751599, 2, 20, 47.5635642, -122.0828437, 8, 0.07, 74.1, 147, 76, 141
315952396, 2, 20, 47.5635641, -122.0828437, 8, 0.05, 74.1, 147, 76, 141
316153137, 2, 20, 47.5635638, -122.0828436, 8, 0.10, 74.1, 147, 76, 141
316353885, 2, 20, 47.5635636, -122.0828435, 8, 0.11, 74.1, 147, 76, 140
316554678, 2, 20, 47.5635633, -122.0828435, 8, 0.10, 74.1, 147, 76, 140
316657036, 2, 20, 47.5635633, -122.0828435, 8, 0.10, 74.1, 147, 76, 140
316735320, 2, 20, 47.5635631, -122.0828435, 8, 0.10, 74.1, 147, 76, 140
316936072, 2, 20, 47.5635628, -122.0828433, 8, 0.10, 74.1, 147, 75, 140
317156891, 2, 20, 47.5635626, -122.0828431, 8, 0.09, 74.1, 147, 75, 139
317357648, 2, 20, 47.5635625, -122.0828431, 8, 0.11, 74.1, 147, 75, 139
317558338, 2, 20, 47.5635623, -122.0828429, 8, 0.04, 74.1, 147, 75, 139
317759119, 2, 20, 47.5635621, -122.0828429, 8, 0.11, 74.1, 147, 75, 139
317959880, 2, 20, 47.5635619, -122.0828427, 8, 0.06, 74.1, 147, 75, 139
318140489, 2, 20, 47.5635618, -122.0828422, 8, 0.06, 74.1, 147, 75, 139
318341194, 2, 20, 47.5635617, -122.0828421, 9, 0.03, 74.1, 147, 75, 138
318541038, 2, 20, 47.5635616, -122.0828419, 9, 0.03, 74.1, 147, 74, 138
318742101, 2, 20, 47.5635617, -122.0828418, 9, 0.03, 74.1, 147, 74, 138
318942055, 2, 20, 47.5635617, -122.0828417, 9, 0.06, 74.1, 147, 74, 138
319143042, 2, 20, 47.5635617, -122.0828416, 9, 0.05, 74.1, 147, 74, 137
319343730, 2, 20, 47.5635618, -122.0828414, 9, 0.05, 74.1, 147, 74, 137
319565579, 2, 20, 47.5635618, -122.0828412, 8, 0.05, 74.1, 147, 74, 137
319745238, 2, 20, 47.5635618, -122.0828409, 8, 0.05, 74.1, 147, 74, 136
319965954, 2, 20, 47.5635618, -122.0828406, 8, 0.15, 74.1, 147, 73, 136
320166796, 2, 20, 47.5635619, -122.0828403, 8, 0.11, 74.1, 147, 73, 136
320368564, 2, 20, 47.5635619, -122.0828400, 8, 0.09, 74.1, 147, 73, 136
320568273, 2, 20, 47.5635618, -122.0828397, 8, 0.10, 74.1, 147, 73, 136
320768973, 2, 20, 47.5635617, -122.0828392, 8, 0.13, 74.1, 147, 73, 135
320969732, 2, 20, 47.5635616, -122.0828388, 8, 0.11, 74.1, 147, 73, 135
321150390, 2, 20, 47.5635615, -122.0828382, 8, 0.11, 74.1, 147, 73, 135
321371273, 2, 20, 47.5635615, -122.0828380, 8, 0.04, 74.1, 147, 73, 135
321572094, 2, 20, 47.5635617, -122.0828376, 8, 0.12, 74.1, 147, 73, 135
321752745, 2, 20, 47.5635620, -122.0828375, 8, 0.12, 74.1, 147, 73, 135
321953511, 2, 20, 47.5635622, -122.0828373, 8, 0.13, 74.1, 147, 73, 135
322154246, 2, 20, 47.5635624, -122.0828372, 8, 0.10, 74.1, 147, 73, 135
322362978, 2, 20, 47.5635625, -122.0828371, 8, 0.08, 74.1, 147, 73, 135
322555741, 2, 20, 47.5635628, -122.0828370, 8, 0.08, 74.1, 147, 73, 135
322755846, 2, 20, 47.5635629, -122.0828370, 8, 0.11, 74.1, 147, 73, 135
322955754, 2, 20, 47.5635630, -122.0828368, 8, 0.10, 74.1, 147, 73, 135
323176602, 2, 20, 47.5635630, -122.0828366, 8, 0.04, 74.1, 147, 73, 135
323377326, 2, 20, 47.5635631, -122.0828365, 8, 0.04, 74.1, 147, 73, 135
323558022, 2, 20, 47.5635631, -122.0828363, 8, 0.04, 74.1, 147, 73, 136
323758725, 2, 20, 47.5635632, -122.0828360, 8, 0.04, 74.1, 147, 73, 136
323959483, 2, 20, 47.5635632, -122.0828358, 8, 0.09, 74.1, 147, 74, 136
324160240, 2, 20, 47.5635632, -122.0828355, 8, 0.08, 74.1, 147, 74, 136
324361030, 2, 20, 47.5635632, -122.0828352, 8, 0.09, 74.1, 147, 74, 136
324561673, 2, 20, 47.5635632, -122.0828349, 8, 0.08, 74.1, 147, 74, 136
324762567, 2, 20, 47.5635631, -122.0828347, 8, 0.12, 74.1, 147, 74, 136
324881002, 2, 20, 47.5635631, -122.0828347, 8, 0.10, 74.1, 147, 74, 136
324963320, 2, 20, 47.5635630, -122.0828344, 8, 0.10, 74.1, 147, 74, 136
325163984, 2, 20, 47.5635630, -122.0828343, 8, 0.08, 74.1, 147, 74, 137
325364783, 2, 20, 47.5635631, -122.0828342, 8, 0.02, 74.1, 147, 74, 137
325565562, 2, 20, 47.5635631, -122.0828340, 8, 0.03, 74.1, 147, 74, 137
325766254, 2, 20, 47.5635630, -122.0828339, 8, 0.02, 74.1, 147, 74, 137
325967151, 2, 20, 47.5635630, -122.0828337, 8, 0.02, 74.1, 147, 74, 137
326167224, 2, 20, 47.5635629, -122.0828335, 8, 0.04, 74.1, 147, 74, 137
326367064, 2, 20, 47.5635628, -122.0828333, 8, 0.02, 74.1, 147, 74, 137
326568803, 2, 20, 47.5635627, -122.0828330, 8, 0.02, 74.1, 147, 74, 137
326768534, 2, 20, 47.5635625, -122.0828328, 8, 0.01, 74.1, 147, 74, 137
326969279, 2, 20, 47.5635623, -122.0828326, 8, 0.06, 74.1, 147, 74, 137
327170042, 2, 20, 47.5635621, -122.0828324, 8, 0.07, 74.1, 147, 74, 137
327371797, 2, 20, 47.5635620, -122.0828323, 8, 0.05, 74.1, 147, 73, 137
327571523, 2, 20, 47.5635617, -122.0828320, 8, 0.04, 74.1, 147, 73, 137
327772244, 2, 20, 47.5635614, -122.0828317, 8, 0.09, 74.1, 147, 73, 137
327972883, 2, 20, 47.5635611, -122.0828312, 8, 0.13, 74.1, 147, 73, 136
328174602, 2, 20, 47.5635609, -122.0828310, 8, 0.15, 74.1, 147, 73, 136
328374331, 2, 20, 47.5635606, -122.0828305, 8, 0.11, 74.1, 147, 73, 136
328574961, 2, 20, 47.5635603, -122.0828300, 8, 0.14, 74.1, 147, 73, 136
328775884, 2, 20, 47.5635600, -122.0828297, 8, 0.16, 74.1, 147, 73, 136
328976066, 2, 20, 47.5635597, -122.0828292, 8, 0.20, 74.1, 147, 73, 136
328993118, 2, 20, 47.5635597, -122.0828292, 8, 0.20, 74.1, 147, 73, 136
329176793, 2, 20, 47.5635595, -122.0828287, 8, 0.20, 74.1, 147, 73, 136
329377509, 2, 20, 47.5635594, -122.0828283, 8, 0.14, 74.1, 147, 73, 136
329578241, 2, 20, 47.5635595, -122.0828283, 8, 0.09, 74.1, 147, 73, 136
329778954, 2, 20, 47.5635597, -122.0828285, 8, 0.09, 74.1, 147, 74, 137
329979745, 2, 20, 47.5635600, -122.0828289, 8, 0.20, 74.1, 147, 74, 137
330180397, 2, 20, 47.5635604, -122.0828292, 8, 0.23, 38.3, 147, 74, 137
330381176, 2, 20, 47.5635607, -122.0828294, 8, 0.33, 349.4, 147, 74, 137
330581978, 2, 20, 47.5635611, -122.0828295, 8, 0.30, 340.0, 147, 74, 136
330782691, 2, 20, 47.5635614, -122.0828296, 8, 0.26, 338.2, 147, 74, 136
330983452, 2, 20, 47.5635618, -122.0828298, 8, 0.23, 328.9, 147, 73, 136
331184230, 2, 20, 47.5635621, -122.0828297, 8, 0.23, 327.7, 147, 73, 136
331384912, 2, 20, 47.5635623, -122.0828299, 8, 0.16, 327.7, 147, 73, 136
331585639, 2, 20, 47.5635626, -122.0828301, 8, 0.14, 327.7, 147, 73, 136
331786438, 2, 20, 47.5635627, -122.0828303, 8, 0.17, 327.7, 147, 73, 136
332186840, 2, 20, 47.5635626, -122.0828300, 8, 0.08, 327.7, 147, 73, 136
332387822, 2, 20, 47.5635625, -122.0828297, 8, 0.04, 327.7, 147, 73, 136
332587937, 2, 20, 47.5635623, -122.0828295, 8, 0.03, 327.7, 147, 73, 136
332788751, 2, 20, 47.5635622, -122.0828291, 8, 0.04, 327.7, 147, 73, 136
332989483, 2, 20, 47.5635620, -122.0828288, 8, 0.04, 327.7, 147, 73, 136
333105982, 2, 20, 47.5635620, -122.0828288, 8, 0.08, 327.7, 147, 73, 136
333190292, 2, 20, 47.5635617, -122.0828285, 8, 0.08, 327.7, 147, 73, 136
333391205, 2, 20, 47.5635614, -122.0828282, 8, 0.09, 327.7, 147, 73, 136
333591192, 2, 20, 47.5635612, -122.0828281, 8, 0.12, 327.7, 147, 73, 136
333791853, 2, 20, 47.5635610, -122.0828279, 8, 0.10, 327.7, 147, 73, 136
333992678, 2, 20, 47.5635609, -122.0828279, 8, 0.09, 327.7, 147, 73, 135
334192600, 2, 20, 47.5635608, -122.0828280, 8, 0.06, 327.7, 147, 73, 135
334393385, 2, 20, 47.5635609, -122.0828280, 8, 0.06, 327.7, 147, 73, 135
334594052, 2, 20, 47.5635609, -122.0828278, 8, 0.03, 327.7, 147, 73, 135
334994192, 2, 20, 47.5635608, -122.0828277, 8, 0.04, 327.7, 147, 73, 135
335194975, 2, 20, 47.5635608, -122.0828278, 8, 0.07, 327.7, 147, 73, 135
335597420, 2, 20, 47.5635608, -122.0828277, 8, 0.01, 327.7, 147, 73, 134
335797168, 2, 20, 47.5635606, -122.0828276, 8, 0.04, 327.7, 147, 73, 134
335997927, 2, 20, 47.5635605, -122.0828275, 8, 0.06, 327.7, 147, 73, 134
336198599, 2, 20, 47.5635604, -122.0828273, 8, 0.06, 327.7, 147, 73, 135
336400367, 2, 20, 47.5635602, -122.0828271, 8, 0.12, 327.7, 147, 73, 135
336600089, 2, 20, 47.5635600, -122.0828270, 8, 0.09, 327.7, 147, 72, 135
336800877, 2, 20, 47.5635598, -122.0828266, 8, 0.10, 327.7, 147, 72, 135
337001552, 2, 20, 47.5635595, -122.0828262, 8, 0.14, 327.7, 147, 72, 135
337203331, 2, 20, 47.5635594, -122.0828259, 8, 0.19, 327.7, 147, 72, 135
337218376, 2, 20, 47.5635594, -122.0828259, 8, 0.19, 327.7, 147, 72, 135
337403016, 2, 20, 47.5635592, -122.0828258, 8, 0.16, 327.7, 147, 72, 135
337603820, 2, 20, 47.5635588, -122.0828256, 8, 0.12, 327.7, 147, 72, 135
337803963, 2, 20, 47.5635586, -122.0828254, 8, 0.22, 327.7, 147, 72, 135
338004035, 2, 20, 47.5635583, -122.0828253, 8, 0.11, 327.7, 147, 72, 135
338204092, 2, 20, 47.5635582, -122.0828253, 8, 0.09, 327.7, 147, 72, 135
338404872, 2, 20, 47.5635581, -122.0828251, 8, 0.08, 327.7, 147, 72, 135
338605712, 2, 20, 47.5635580, -122.0828249, 8, 0.08, 327.7, 147, 72, 135
338806326, 2, 20, 47.5635579, -122.0828246, 8, 0.12, 327.7, 147, 73, 135
339007224, 2, 20, 47.5635579, -122.0828244, 8, 0.12, 327.7, 147, 73, 135
339207946, 2, 20, 47.5635578, -122.0828243, 8, 0.13, 327.7, 147, 72, 135
339408651, 2, 20, 47.5635577, -122.0828242, 8, 0.10, 327.7, 147, 72, 135
339609404, 2, 20, 47.5635574, -122.0828236, 8, 0.11, 327.7, 147, 72, 135
339810172, 2, 20, 47.5635573, -122.0828231, 8, 0.20, 327.7, 147, 72, 135
340010924, 2, 20, 47.5635571, -122.0828227, 8, 0.24, 41.3, 147, 72, 135
340211656, 2, 20, 47.5635569, -122.0828222, 8, 0.24, 81.9, 147, 72, 136
340412425, 2, 20, 47.5635567, -122.0828216, 8, 0.17, 81.9, 147, 73, 136
340613138, 2, 20, 47.5635566, -122.0828214, 8, 0.25, 103.1, 147, 73, 136
340813945, 2, 20, 47.5635564, -122.0828210, 8, 0.17, 103.1, 147, 73, 136
341013962, 2, 20, 47.5635563, -122.0828208, 8, 0.16, 103.1, 147, 73, 136
341214105, 2, 20, 47.5635563, -122.0828196, 8, 0.15, 103.1, 147, 72, 135
341331595, 2, 20, 47.5635563, -122.0828196, 8, 0.31, 81.4, 147, 72, 135
341414897, 2, 20, 47.5635562, -122.0828193, 8, 0.31, 81.4, 147, 72, 135
341615655, 2, 20, 47.5635561, -122.0828193, 8, 0.16, 81.4, 147, 72, 135
341816354, 2, 20, 47.5635562, -122.0828200, 8, 0.08, 81.4, 147, 72, 135
342017129, 2, 20, 47.5635563, -122.0828213, 8, 0.16, 81.4, 147, 72, 135
342217934, 2, 20, 47.5635565, -122.0828231, 8, 0.40, 340.1, 147, 72, 135
342418624, 2, 20, 47.5635567, -122.0828251, 8, 0.52, 310.3, 147, 72, 135
342619344, 2, 20, 47.5635567, -122.0828273, 8, 0.67, 294.0, 147, 72, 135
342820103, 2, 20, 47.5635568, -122.0828296, 8, 0.74, 282.3, 147, 72, 135
343020795, 2, 20, 47.5635571, -122.0828316, 8, 0.84, 277.3, 147, 72, 134
343221686, 2, 20, 47.5635572, -122.0828338, 8, 0.77, 276.9, 147, 72, 134
343401676, 2, 19, 47.5635572, -122.0828338, 8, 0.77, 276.9, 148, 72, 134
343421736, 2, 19, 47.5635577, -122.0828355, 8, 0.77, 276.9, 148, 72, 134
343601501, 2, 20, 47.5635577, -122.0828355, 8, 0.74, 283.3, 147, 72, 134
343621573, 2, 20, 47.5635579, -122.0828370, 8, 0.74, 283.3, 147, 72, 134
343822337, 2, 20, 47.5635584, -122.0828385, 8, 0.67, 287.2, 147, 72, 134
344023046, 2, 20, 47.5635588, -122.0828396, 8, 0.62, 290.9, 147, 72, 134
344223725, 2, 20, 47.5635594, -122.0828410, 8, 0.52, 295.0, 147, 72, 134
344424470, 2, 20, 47.5635600, -122.0828418, 8, 0.58, 295.0, 147, 72, 134
344625194, 2, 20, 47.5635603, -122.0828425, 8, 0.50, 295.0, 147, 72, 134
344825925, 2, 20, 47.5635609, -122.0828427, 8, 0.41, 295.0, 147, 72, 134
345026687, 2, 20, 47.5635620, -122.0828411, 8, 0.41, 295.0, 147, 72, 134
345207267, 2, 19, 47.5635620, -122.0828411, 8, 0.79, 295.0, 148, 72, 134
345227347, 2, 19, 47.5635620, -122.0828423, 8, 0.79, 295.0, 148, 72, 134
345428088, 2, 19, 47.5635621, -122.0828436, 8, 0.34, 295.0, 148, 72, 134
345443128, 2, 19, 47.5635621, -122.0828436, 8, 0.34, 295.0, 148, 72, 134
345628888, 2, 19, 47.5635620, -122.0828446, 8, 0.41, 295.0, 148, 72, 134
345829612, 2, 19, 47.5635620, -122.0828457, 8, 0.37, 295.0, 148, 72, 133
346029649, 2, 19, 47.5635619, -122.0828470, 8, 0.48, 295.0, 148, 72, 134
346231456, 2, 19, 47.5635619, -122.0828478, 8, 0.48, 295.0, 148, 72, 134
346431179, 2, 19, 47.5635618, -122.0828476, 8, 0.29, 295.0, 148, 72, 134
346631921, 2, 19, 47.5635616, -122.0828467, 8, 0.07, 295.0, 148, 72, 134
346832729, 2, 19, 47.5635609, -122.0828460, 8, 0.28, 26.4, 148, 73, 134
347032786, 2, 19, 47.5635606, -122.0828446, 8, 0.60, 118.5, 148, 72, 134
347233510, 2, 19, 47.5635604, -122.0828429, 8, 0.49, 110.5, 148, 72, 134
347434154, 2, 19, 47.5635601, -122.0828414, 8, 0.58, 103.5, 148, 72, 134
347634252, 2, 19, 47.5635600, -122.0828398, 8, 0.60, 103.4, 148, 72, 134
347835001, 2, 19, 47.5635600, -122.0828384, 8, 0.61, 100.1, 148, 72, 134
348035740, 2, 19, 47.5635602, -122.0828364, 8, 0.56, 93.6, 148, 72, 134
348236420, 2, 19, 47.5635601, -122.0828350, 8, 0.67, 83.1, 148, 72, 135
348436229, 2, 19, 47.5635603, -122.0828336, 8, 0.54, 87.8, 148, 73, 135
348637010, 2, 19, 47.5635605, -122.0828336, 8, 0.45, 81.4, 148, 73, 135
348837715, 2, 19, 47.5635607, -122.0828342, 8, 0.32, 25.4, 148, 73, 135
349038398, 2, 19, 47.5635607, -122.0828346, 8, 0.32, 25.4, 148, 73, 135
349239140, 2, 19, 47.5635607, -122.0828344, 8, 0.22, 352.2, 148, 73, 135
349439819, 2, 19, 47.5635609, -122.0828340, 8, 0.09, 352.2, 148, 72, 135
349555358, 2, 19, 47.5635609, -122.0828340, 8, 0.10, 352.2, 148, 72, 135
349640648, 2, 19, 47.5635609, -122.0828337, 8, 0.10, 352.2, 148, 72, 134
349841395, 2, 19, 47.5635611, -122.0828335, 8, 0.10, 352.2, 148, 72, 134
350042110, 2, 19, 47.5635610, -122.0828328, 8, 0.09, 352.2, 148, 72, 134
350242860, 2, 19, 47.5635610, -122.0828320, 9, 0.21, 352.2, 148, 72, 134
350443631, 2, 19, 47.5635611, -122.0828314, 9, 0.21, 352.2, 148, 72, 134
350644402, 2, 19, 47.5635609, -122.0828308, 9, 0.23, 28.0, 148, 72, 134
350845155, 2, 19, 47.5635609, -122.0828302, 9, 0.21, 28.0, 148, 72, 135
351045924, 2, 19, 47.5635609, -122.0828297, 9, 0.20, 28.0, 148, 73, 135
351246575, 2, 19, 47.5635607, -122.0828292, 9, 0.18, 28.0, 148, 73, 135
351447361, 2, 19, 47.5635607, -122.0828289, 9, 0.12, 28.0, 148, 73, 135
351848895, 2, 19, 47.5635607, -122.0828287, 9, 0.06, 28.0, 148, 73, 135
352049608, 2, 19, 47.5635607, -122.0828286, 9, 0.06, 28.0, 148, 73, 136
352250344, 2, 19, 47.5635606, -122.0828284, 9, 0.08, 28.0, 148, 73, 136
352451101, 2, 19, 47.5635605, -122.0828282, 9, 0.08, 28.0, 148, 73, 136
352631753, 2, 20, 47.5635605, -122.0828282, 9, 0.08, 28.0, 147, 73, 136
352651816, 2, 20, 47.5635605, -122.0828278, 9, 0.09, 28.0, 147, 73, 136
352852613, 2, 20, 47.5635606, -122.0828273, 9, 0.07, 28.0, 147, 82, 153
353053375, 2, 20, 47.5635607, -122.0828267, 9, 0.09, 28.0, 147, 95, 178
353254091, 2, 20, 47.5635608, -122.0828263, 9, 0.08, 28.0, 147, 102, 192
353454860, 2, 20, 47.5635608, -122.0828257, 9, 0.12, 28.0, 147, 108, 201
353655639, 2, 20, 47.5635608, -122.0828250, 9, 0.16, 28.0, 147, 109, 203
353666661, 2, 20, 47.5635608, -122.0828250, 9, 0.16, 28.0, 147, 109, 203
353856397, 2, 20, 47.5635607, -122.0828246, 9, 0.17, 28.0, 147, 109, 204
354057134, 2, 20, 47.5635606, -122.0828240, 9, 0.23, 90.7, 147, 109, 204
354257894, 2, 20, 47.5635604, -122.0828233, 9, 0.27, 118.6, 147, 109, 204
354458586, 2, 20, 47.5635603, -122.0828229, 9, 0.20, 118.6, 147, 107, 200
354659372, 2, 20, 47.5635602, -122.0828228, 9, 0.18, 118.6, 147, 98, 182
354860192, 2, 20, 47.5635601, -122.0828228, 9, 0.14, 118.6, 147, 91, 170
355060892, 2, 20, 47.5635600, -122.0828230, 9, 0.17, 118.6, 147, 88, 164
355261654, 2, 20, 47.5635600, -122.0828233, 9, 0.20, 118.6, 147, 86, 160
355462419, 2, 20, 47.5635600, -122.0828238, 9, 0.22, 177.2, 147, 84, 157
355663107, 2, 20, 47.5635602, -122.0828246, 9, 0.34, 252.4, 147, 84, 156
355863807, 2, 20, 47.5635603, -122.0828252, 9, 0.28, 263.4, 147, 85, 158
356064562, 2, 20, 47.5635605, -122.0828261, 9, 0.38, 275.9, 147, 83, 155
356265192, 2, 20, 47.5635609, -122.0828269, 9, 0.34, 279.3, 147, 85, 158
356465944, 2, 20, 47.5635610, -122.0828276, 9, 0.39, 275.6, 147, 86, 160
356666739, 2, 20, 47.5635611, -122.0828283, 9, 0.33, 277.6, 147, 87, 161
356847349, 2, 19, 47.5635611, -122.0828283, 9, 0.33, 277.6, 148, 87, 161
356867432, 2, 19, 47.5635610, -122.0828291, 9, 0.33, 273.8, 148, 73, 135
357048096, 2, 19, 47.5635610, -122.0828300, 9, 0.33, 273.8, 148, 73, 136
357268859, 2, 19, 47.5635610, -122.0828306, 9, 0.21, 276.1, 148, 73, 136
357469553, 2, 19, 47.5635610, -122.0828311, 9, 0.17, 276.1, 148, 73, 136
357670346, 2, 19, 47.5635610, -122.0828316, 9, 0.14, 276.1, 148, 73, 136
357777729, 2, 19, 47.5635610, -122.0828316, 9, 0.14, 276.1, 148, 73, 136
357850971, 2, 20, 47.5635610, -122.0828316, 9, 0.14, 276.1, 147, 73, 136
357871106, 2, 20, 47.5635612, -122.0828318, 9, 0.13, 276.1, 147, 73, 136
358071833, 2, 20, 47.5635614, -122.0828320, 9, 0.13, 276.1, 147, 75, 140
358272603, 2, 20, 47.5635614, -122.0828321, 9, 0.07, 276.1, 147, 83, 155
358473454, 2, 20, 47.5635616, -122.0828320, 9, 0.09, 276.1, 147, 88, 164
358674041, 2, 20, 47.5635617, -122.0828317, 9, 0.05, 276.1, 147, 91, 170
358874838, 2, 20, 47.5635618, -122.0828313, 9, 0.05, 276.1, 147, 93, 174
359075595, 2, 20, 47.5635619, -122.0828310, 9, 0.05, 276.1, 147, 95, 176
359276220, 2, 20, 47.5635620, -122.0828305, 9, 0.04, 276.1, 147, 94, 174
359457014, 2, 19, 47.5635620, -122.0828305, 9, 0.04, 276.1, 148, 94, 174
359477073, 2, 19, 47.5635619, -122.0828303, 9, 0.07, 276.1, 148, 78, 145
359677813, 2, 19, 47.5635619, -122.0828301, 9, 0.11, 276.1, 148, 73, 135
359858447, 2, 20, 47.5635620, -122.0828297, 9, 0.11, 276.1, 147, 73, 135
360079263, 2, 20, 47.5635621, -122.0828293, 9, 0.09, 276.1, 147, 77, 143
360259930, 2, 19, 47.5635620, -122.0828290, 9, 0.09, 276.1, 148, 73, 135
360480707, 2, 19, 47.5635619, -122.0828288, 9, 0.05, 276.1, 148, 73, 134
360661429, 2, 19, 47.5635617, -122.0828287, 9, 0.05, 276.1, 148, 73, 134
360862173, 2, 19, 47.5635615, -122.0828286, 9, 0.14, 276.1, 148, 73, 134
361062883, 2, 19, 47.5635613, -122.0828284, 9, 0.15, 276.1, 148, 73, 134
361263642, 2, 19, 47.5635610, -122.0828282, 9, 0.11, 276.1, 148, 73, 134
361464389, 2, 19, 47.5635608, -122.0828281, 9, 0.13, 276.1, 148, 73, 135
